assembly_accession	cluster_id	window_bp	span_abs_gc_difference	local_abs_gc_difference	observed_span_abs_gc_deviation	observed_local_abs_gc_deviation	controls
GCF_000092125.1	GCF_000092125.1:NC_014213.1:sox_cluster_2	10000	-0.0018703773768851573	0.007520008194926098	0.022203284137974788	0.025181877827173405	20
GCF_000092125.1	GCF_000092125.1:NC_014213.1:sox_cluster_2	20000	-0.0018703773768851573	0.009676429998112246	0.022203284137974788	0.025391408595492937	20
GCF_000092245.1	GCF_000092245.1:NC_014166.1:sox_cluster_1	5000	0.02403248540258363	0.0007240273932684227	0.03424673588409377	0.007610950230931057	20
GCF_000092245.1	GCF_000092245.1:NC_014166.1:sox_cluster_1	10000	0.02403248540258363	-0.0009166179101203431	0.03424673588409377	0.0067316594557758624	20
GCF_000092245.1	GCF_000092245.1:NC_014166.1:sox_cluster_1	20000	0.02403248540258363	-0.0012426888913446565	0.03424673588409377	0.005494111799507706	20
GCF_000092925.1	GCF_000092925.1:NC_014217.1:sox_cluster_1	5000	0.003842283273479674	-0.0065745444590564524	0.019086064467208286	0.005873294306056542	20
GCF_000092925.1	GCF_000092925.1:NC_014217.1:sox_cluster_1	10000	0.003842283273479674	-0.006626468912844086	0.019086064467208286	0.004189766175689114	20
GCF_000092925.1	GCF_000092925.1:NC_014217.1:sox_cluster_1	20000	0.003842283273479674	-0.007412560575697225	0.019086064467208286	0.0037069712864189475	20
GCF_000092925.1	GCF_000092925.1:NC_014217.1:sox_cluster_2	5000	0.004274367048140754	-0.0002524509631746996	0.030879143346732474	0.01824640260095245	20
GCF_000092925.1	GCF_000092925.1:NC_014217.1:sox_cluster_2	10000	0.004274367048140754	0.0005465715196721177	0.030879143346732474	0.016793001753033554	20
GCF_000092925.1	GCF_000092925.1:NC_014217.1:sox_cluster_2	20000	0.004274367048140754	0.00024332710906439515	0.030879143346732474	0.011580107020438102	20
GCF_000143145.1	GCF_000143145.1:NC_014313.1:sox_cluster_1	5000	0.023592954407282457	0.015128608669290527	0.03857036346156861	0.027192592884638267	20
GCF_000143145.1	GCF_000143145.1:NC_014313.1:sox_cluster_1	10000	0.023592954407282457	0.017391101384037138	0.03857036346156861	0.028404438757569705	20
GCF_000143145.1	GCF_000143145.1:NC_014313.1:sox_cluster_1	20000	0.023592954407282457	0.024536142630206058	0.03857036346156861	0.03393485466953239	20
GCF_000143145.1	GCF_000143145.1:NC_014313.1:sox_cluster_2	5000	-0.010536846289536616	-0.008660501973994822	0.013820858997201646	0.01037215578332884	20
GCF_000143145.1	GCF_000143145.1:NC_014313.1:sox_cluster_2	10000	-0.010536846289536616	-0.012789958187975976	0.013820858997201646	0.0033539922322315396	20
GCF_000143145.1	GCF_000143145.1:NC_014313.1:sox_cluster_2	20000	-0.010536846289536616	-0.009297366552601488	0.013820858997201646	0.0041870279007054645	20
GCF_000143145.1	GCF_000143145.1:NC_014313.1:sox_cluster_3	5000	-0.020778269788543458	-0.005247024852633103	0.005685144845602896	0.00888137605065964	20
GCF_000143145.1	GCF_000143145.1:NC_014313.1:sox_cluster_3	10000	-0.020778269788543458	-0.003690543808558916	0.005685144845602896	0.008590528170493328	20
GCF_000143145.1	GCF_000143145.1:NC_014313.1:sox_cluster_3	20000	-0.020778269788543458	-0.0019421154562557941	0.005685144845602896	0.009759221259008632	20
GCF_000147355.1	GCF_000147355.1:NC_014506.1:sox_cluster_1	5000	-0.011967969199332512	-0.006354963111104723	0.010821325646987734	0.005477382457391267	20
GCF_000147355.1	GCF_000147355.1:NC_014506.1:sox_cluster_1	10000	-0.011967969199332512	-0.0011326293863807679	0.010821325646987734	0.010223948332558519	20
GCF_000147355.1	GCF_000147355.1:NC_014506.1:sox_cluster_1	20000	-0.011967969199332512	-0.0003490971052078656	0.010821325646987734	0.006942067518993789	20
GCF_000147355.1	GCF_000147355.1:NC_014506.1:sox_cluster_2	5000	0.006020198985615954	-0.0020432671025810757	0.02568379422701389	0.00785167528407732	20
GCF_000147355.1	GCF_000147355.1:NC_014506.1:sox_cluster_2	10000	0.006020198985615954	-0.0047449948867748695	0.02568379422701389	0.0039965515854167855	20
GCF_000147355.1	GCF_000147355.1:NC_014506.1:sox_cluster_2	20000	0.006020198985615954	-0.0017311507700804724	0.02568379422701389	0.005608587377388619	20
GCF_000153125.2	GCF_000153125.2:NZ_CM002299.1:sox_cluster_1	5000	-0.020816225771612167	-0.004358931209832506	0.00048450552239698297	0.009822762439102628	20
GCF_000153125.2	GCF_000153125.2:NZ_CM002299.1:sox_cluster_1	10000	-0.020816225771612167	-0.014219028597246969	0.00048450552239698297	0.00033452623752372457	20
GCF_000153125.2	GCF_000153125.2:NZ_CM002299.1:sox_cluster_1	20000	-0.020816225771612167	-0.012632054747659072	0.00048450552239698297	0.003682305645501316	20
GCF_000154705.2	GCF_000154705.2:NZ_CM002917.1:sox_cluster_1	5000	-0.010156186261282318	-0.0033073324063886355	0.010825103667345015	0.01120995667201441	20
GCF_000154705.2	GCF_000154705.2:NZ_CM002917.1:sox_cluster_1	10000	-0.010156186261282318	-0.010812835158762846	0.010825103667345015	0.0006008727893942467	20
