family	node	is_terminal_genome	S_count	SL_count	D_count	T_count	TL_count	L_count	mean_S_events_per_sample	mean_SL_events_per_sample	mean_D_events_per_sample	mean_T_events_per_sample	mean_TL_events_per_sample	mean_L_events_per_sample	transfer_recipient_sample_fraction
soxa	GCF_001969385.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_001975705.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_040409955.1	True	100	0	0	91	0	0	1.0	0.0	0.0	0.91	0.0	0.0	0.06
soxa	GCF_040580765.1	True	100	0	0	7	0	0	1.0	0.0	0.0	0.07	0.0	0.0	0.03
soxa	GCF_034555965.2	True	100	0	0	2	0	0	1.0	0.0	0.0	0.02	0.0	0.0	0.07
soxa	GCF_025639885.1	True	100	0	0	96	0	0	1.0	0.0	0.0	0.96	0.0	0.0	0.04
soxa	GCF_009762325.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.03
soxa	GCF_032842945.2	True	100	0	0	28	0	0	1.0	0.0	0.0	0.28	0.0	0.0	0.8
soxa	GCF_008728195.1	True	100	0	0	1	0	0	1.0	0.0	0.0	0.01	0.0	0.0	0.92
soxa	GCF_000511385.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_001888185.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_000511355.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_025857195.1	True	100	0	0	100	0	0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
soxa	GCF_030285785.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_004006175.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_045277565.1	True	100	0	0	114	0	0	1.0	0.0	0.0	1.14	0.0	0.0	0.0
soxa	GCF_000011965.2	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_003008555.2	True	100	0	0	198	0	0	1.0	0.0	0.0	1.98	0.0	0.0	0.02
soxa	GCF_040790665.1	True	100	0	0	52	0	0	1.0	0.0	0.0	0.52	0.0	0.0	0.8
soxa	GCF_022788655.1	True	100	0	0	2	0	0	1.0	0.0	0.0	0.02	0.0	0.0	0.83
soxa	GCF_000154785.2	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.02
soxa	GCF_012932215.1	True	100	0	0	26	0	0	1.0	0.0	0.0	0.26	0.0	0.0	0.33
soxa	GCF_014337925.2	True	100	0	0	1	0	0	1.0	0.0	0.0	0.01	0.0	0.0	0.02
soxa	GCF_047715485.1	True	100	0	0	23	0	0	1.0	0.0	0.0	0.23	0.0	0.0	0.2
soxa	GCF_038443675.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.02
soxa	GCF_001187845.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.01
soxa	GCF_044772865.1	True	100	0	0	61	0	0	1.0	0.0	0.0	0.61	0.0	0.0	0.73
soxa	GCF_001308265.1	True	100	0	0	55	0	0	1.0	0.0	0.0	0.55	0.0	0.0	0.13
soxa	GCF_003544895.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.88
soxa	GCF_000590925.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_030407165.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_029853695.1	True	100	0	0	3	0	0	1.0	0.0	0.0	0.03	0.0	0.0	0.18
soxa	GCF_000018145.1	True	100	0	0	25	0	0	1.0	0.0	0.0	0.25	0.0	0.0	0.78
soxa	GCF_002504165.1	True	100	0	0	171	0	0	1.0	0.0	0.0	1.71	0.0	0.0	0.02
soxa	GCF_001633165.1	True	100	0	0	1	0	0	1.0	0.0	0.0	0.01	0.0	0.0	0.01
soxa	GCF_029953595.1	True	100	0	0	198	0	0	1.0	0.0	0.0	1.98	0.0	0.0	0.0
soxa	GCF_005234135.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_028553745.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_028553805.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_002865605.1	True	100	0	0	34	0	0	1.0	0.0	0.0	0.34	0.0	0.0	0.01
soxa	GCF_008824185.1	True	100	0	0	2	0	0	1.0	0.0	0.0	0.02	0.0	0.0	0.92
soxa	GCF_003324675.1	True	100	0	0	1	0	0	1.0	0.0	0.0	0.01	0.0	0.0	0.0
soxa	GCF_002085925.2	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_001940525.2	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_001620265.1	True	100	0	0	2	0	0	1.0	0.0	0.0	0.02	0.0	0.0	0.9
soxa	GCF_026409565.1	True	100	0	0	15	0	0	1.0	0.0	0.0	0.15	0.0	0.0	0.06
soxa	GCF_000202835.1	True	100	0	0	38	0	0	1.0	0.0	0.0	0.38	0.0	0.0	0.86
soxa	GCF_029318635.1	True	100	0	0	37	0	0	1.0	0.0	0.0	0.37	0.0	0.0	0.06
soxa	GCF_003403095.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.94
soxa	GCF_001305595.1	True	100	0	0	52	0	0	1.0	0.0	0.0	0.52	0.0	0.0	0.87
soxa	GCF_016653635.2	True	100	0	0	1	0	0	1.0	0.0	0.0	0.01	0.0	0.0	0.9
soxa	GCF_024662015.1	True	100	0	0	17	0	0	1.0	0.0	0.0	0.17	0.0	0.0	0.54
soxa	GCF_001723605.1	True	100	0	0	25	0	0	1.0	0.0	0.0	0.25	0.0	0.0	0.33
soxa	GCF_000987835.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_014931715.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_000186245.1	True	100	0	0	48	0	0	1.0	0.0	0.0	0.48	0.0	0.0	0.45
soxa	GCF_030296055.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_027946175.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_027943725.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_017357825.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_000242915.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_047716755.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_015265455.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_015265475.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_009068765.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_014905115.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_000147355.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.28
soxa	GCF_014905135.1	True	100	0	0	34	0	0	1.0	0.0	0.0	0.34	0.0	0.0	0.25
soxa	GCF_014905095.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_000012965.1	True	100	0	0	79	0	0	1.0	0.0	0.0	0.79	0.0	0.0	0.11
soxa	GCF_039645965.1	True	100	0	0	100	0	0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
soxa	GCF_039645985.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_039645565.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_039645585.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_021044585.1	True	100	0	0	36	0	0	1.0	0.0	0.0	0.36	0.0	0.0	0.2
soxa	GCF_039645995.1	True	100	0	0	25	0	0	1.0	0.0	0.0	0.25	0.0	0.0	0.31
soxa	GCF_000183725.1	True	100	0	0	6	0	0	1.0	0.0	0.0	0.06	0.0	0.0	0.09
soxa	GCF_013201665.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.01
soxa	GCF_003544815.1	True	100	0	0	3	0	0	1.0	0.0	0.0	0.03	0.0	0.0	0.14
soxa	GCF_013177675.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_013177635.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_013201935.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_003544915.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_013201725.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_003660105.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_003355515.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_004214815.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_004299785.2	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_003544835.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.9
soxa	GCF_013201625.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_013372265.1	True	100	0	0	100	0	0	1.0	0.0	0.0	1.0	0.0	0.0	0.02
soxa	GCF_013201705.1	True	100	0	0	100	0	0	1.0	0.0	0.0	1.0	0.0	0.0	0.02
soxa	GCF_004214795.1	True	100	0	0	1	0	0	1.0	0.0	0.0	0.01	0.0	0.0	0.0
soxa	GCF_001956695.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.01
soxa	GCF_013283835.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.06
soxa	GCF_024267655.1	True	100	0	0	100	0	0	1.0	0.0	0.0	1.0	0.0	0.0	0.06
soxa	GCF_003346815.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_006459125.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_013201825.1	True	100	0	0	100	0	0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
soxa	GCF_042214795.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_000092245.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_003544855.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_003544935.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_000022145.1	True	100	0	0	7	0	0	1.0	0.0	0.0	0.07	0.0	0.0	0.9
soxa	GCF_011006175.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_000512735.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_000025605.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_900142435.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_000008625.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_000021565.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_000021545.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_000020645.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_001747405.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_000006985.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_000020505.1	True	100	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
soxa	GCF_027923555.1	True	100	0	0	1	0	0	1.0	0.0	0.0	0.01	0.0	0.0	0.02
soxa	node_0	False	0	105	0	43	0	0	0.0	1.05	0.0	0.43	0.0	0.0	0.09
soxa	node_1	False	100	4	0	56	0	0	1.0	0.04	0.0	0.56	0.0	0.0	0.04
soxa	node_2	False	0	101	0	0	0	0	0.0	1.01	0.0	0.0	0.0	0.0	0.03
