case_id,unit_id,source_id,evidence_layer,donor_class,functional_class,route_eligible,dependency_group,dependency_scheme,collapsed_n_rows,donor_tie,role_tie
sox_genome_atlas,GTDB_R232::sox_energy_module:soxa;sox_energy_module:soxb;sox_energy_module:soxy;sox_energy_module:soxz,GTDB_R232,gene_tree_discordance;order_distribution,uncertain,sox_energy_module,False,sox_energy_module:soxa;sox_energy_module:soxb;sox_energy_module:soxy;sox_energy_module:soxz,homolog_dependency_group,2,True,False
sox_genome_atlas,GTDB_R232::sox_energy_module:soxa;sox_energy_module:soxx,GTDB_R232,gene_tree_discordance;order_distribution,vertical_like,sox_energy_module,True,sox_energy_module:soxa;sox_energy_module:soxx,homolog_dependency_group,19,False,False
sox_genome_atlas,GTDB_R232::sox_energy_module:soxa;sox_energy_module:soxx;sox_energy_module:soxy;sox_energy_module:soxz,GTDB_R232,gene_tree_discordance;order_distribution,vertical_like,sox_energy_module,True,sox_energy_module:soxa;sox_energy_module:soxx;sox_energy_module:soxy;sox_energy_module:soxz,homolog_dependency_group,14,False,False
sox_genome_atlas,GTDB_R232::sox_energy_module:soxa;sox_energy_module:soxy;sox_energy_module:soxz,GTDB_R232,gene_tree_discordance;order_distribution,vertical_like,sox_energy_module,True,sox_energy_module:soxa;sox_energy_module:soxy;sox_energy_module:soxz,homolog_dependency_group,3,False,False
sox_genome_atlas,GTDB_R232::sox_energy_module:soxb,GTDB_R232,gene_tree_discordance;order_distribution,vertical_like,sox_energy_module,True,sox_energy_module:soxb,homolog_dependency_group,24,False,False
sox_genome_atlas,GTDB_R232::sox_energy_module:soxb;sox_energy_module:soxc,GTDB_R232,gene_tree_discordance,vertical_like,sox_energy_module,True,sox_energy_module:soxb;sox_energy_module:soxc,homolog_dependency_group,1,False,False
sox_genome_atlas,GTDB_R232::sox_energy_module:soxb;sox_energy_module:soxc;sox_energy_module:soxx;sox_energy_module:soxy;sox_energy_module:soxz,GTDB_R232,gene_tree_discordance;order_distribution,uncertain,sox_energy_module,False,sox_energy_module:soxb;sox_energy_module:soxc;sox_energy_module:soxx;sox_energy_module:soxy;sox_energy_module:soxz,homolog_dependency_group,2,True,False
sox_genome_atlas,GTDB_R232::sox_energy_module:soxb;sox_energy_module:soxc;sox_energy_module:soxy;sox_energy_module:soxz,GTDB_R232,gene_tree_discordance,vertical_like,sox_energy_module,True,sox_energy_module:soxb;sox_energy_module:soxc;sox_energy_module:soxy;sox_energy_module:soxz,homolog_dependency_group,1,False,False
sox_genome_atlas,GTDB_R232::sox_energy_module:soxb;sox_energy_module:soxy;sox_energy_module:soxz,GTDB_R232,gene_tree_discordance;order_distribution,vertical_like,sox_energy_module,True,sox_energy_module:soxb;sox_energy_module:soxy;sox_energy_module:soxz,homolog_dependency_group,8,False,False
sox_genome_atlas,GTDB_R232::sox_energy_module:soxc,GTDB_R232,gene_tree_discordance;order_distribution,hgt_like,sox_energy_module,True,sox_energy_module:soxc,homolog_dependency_group,23,False,False
sox_genome_atlas,GTDB_R232::sox_energy_module:soxc;sox_energy_module:soxy;sox_energy_module:soxz,GTDB_R232,gene_tree_discordance,vertical_like,sox_energy_module,True,sox_energy_module:soxc;sox_energy_module:soxy;sox_energy_module:soxz,homolog_dependency_group,17,False,False
sox_genome_atlas,GTDB_R232::sox_energy_module:soxx,GTDB_R232,gene_tree_discordance;order_distribution,hgt_like,sox_energy_module,True,sox_energy_module:soxx,homolog_dependency_group,3,False,False
sox_genome_atlas,GTDB_R232::sox_energy_module:soxx;sox_energy_module:soxy;sox_energy_module:soxz,GTDB_R232,gene_tree_discordance;order_distribution,vertical_like,sox_energy_module,True,sox_energy_module:soxx;sox_energy_module:soxy;sox_energy_module:soxz,homolog_dependency_group,4,False,False
sox_genome_atlas,GTDB_R232::sox_energy_module:soxy;sox_energy_module:soxz,GTDB_R232,gene_tree_discordance;order_distribution,vertical_like,sox_energy_module,True,sox_energy_module:soxy;sox_energy_module:soxz,homolog_dependency_group,39,False,False
sox_genome_atlas,RefSeq_PGAP::mobility_boundary:,RefSeq_PGAP,gene_composition;local_composition;mobile_proximity,vertical_like,mobility_boundary,True,mobility_boundary:,homolog_dependency_group,336,False,False
sox_genome_atlas,RefSeq_PGAP::mobility_boundary:;mobility_boundary:aat;mobility_boundary:accb;mobility_boundary:accc;mobility_boundary:acs;mobility_boundary:clpx,RefSeq_PGAP,gene_composition;local_composition,vertical_like,mobility_boundary,True,mobility_boundary:;mobility_boundary:aat;mobility_boundary:accb;mobility_boundary:accc;mobility_boundary:acs;mobility_boundary:clpx,homolog_dependency_group,2,False,False
sox_genome_atlas,RefSeq_PGAP::mobility_boundary:;mobility_boundary:aat;mobility_boundary:accb;mobility_boundary:accc;mobility_boundary:clpx,RefSeq_PGAP,gene_composition;local_composition;mobile_proximity,vertical_like,mobility_boundary,True,mobility_boundary:;mobility_boundary:aat;mobility_boundary:accb;mobility_boundary:accc;mobility_boundary:clpx,homolog_dependency_group,5,False,False
sox_genome_atlas,RefSeq_PGAP::mobility_boundary:;mobility_boundary:aat;mobility_boundary:accb;mobility_boundary:accc;mobility_boundary:clpx;mobility_boundary:mlad,RefSeq_PGAP,gene_composition;local_composition,vertical_like,mobility_boundary,True,mobility_boundary:;mobility_boundary:aat;mobility_boundary:accb;mobility_boundary:accc;mobility_boundary:clpx;mobility_boundary:mlad,homolog_dependency_group,4,False,False
sox_genome_atlas,RefSeq_PGAP::mobility_boundary:;mobility_boundary:aat;mobility_boundary:accb;mobility_boundary:accc;mobility_boundary:clpx;mobility_boundary:mlad;mobility_boundary:nusb,RefSeq_PGAP,gene_composition;local_composition,vertical_like,mobility_boundary,True,mobility_boundary:;mobility_boundary:aat;mobility_boundary:accb;mobility_boundary:accc;mobility_boundary:clpx;mobility_boundary:mlad;mobility_boundary:nusb,homolog_dependency_group,2,False,False
sox_genome_atlas,RefSeq_PGAP::mobility_boundary:;mobility_boundary:aat;mobility_boundary:accb;mobility_boundary:accc;mobility_boundary:clpx;mobility_boundary:mlad;mobility_boundary:recr,RefSeq_PGAP,gene_composition;local_composition,vertical_like,mobility_boundary,True,mobility_boundary:;mobility_boundary:aat;mobility_boundary:accb;mobility_boundary:accc;mobility_boundary:clpx;mobility_boundary:mlad;mobility_boundary:recr,homolog_dependency_group,2,False,False
sox_genome_atlas,RefSeq_PGAP::mobility_boundary:;mobility_boundary:aat;mobility_boundary:accc;mobility_boundary:clpx;mobility_boundary:cobt;mobility_boundary:mlad,RefSeq_PGAP,gene_composition;local_composition,vertical_like,mobility_boundary,True,mobility_boundary:;mobility_boundary:aat;mobility_boundary:accc;mobility_boundary:clpx;mobility_boundary:cobt;mobility_boundary:mlad,homolog_dependency_group,2,False,False
sox_genome_atlas,RefSeq_PGAP::mobility_boundary:;mobility_boundary:aat;mobility_boundary:accc;mobility_boundary:clpx;mobility_boundary:lepa;mobility_boundary:mlad,RefSeq_PGAP,gene_composition;local_composition,vertical_like,mobility_boundary,True,mobility_boundary:;mobility_boundary:aat;mobility_boundary:accc;mobility_boundary:clpx;mobility_boundary:lepa;mobility_boundary:mlad,homolog_dependency_group,2,False,False
sox_genome_atlas,RefSeq_PGAP::mobility_boundary:;mobility_boundary:aat;mobility_boundary:accc;mobility_boundary:clpx;mobility_boundary:mlad,RefSeq_PGAP,gene_composition;local_composition,vertical_like,mobility_boundary,True,mobility_boundary:;mobility_boundary:aat;mobility_boundary:accc;mobility_boundary:clpx;mobility_boundary:mlad,homolog_dependency_group,10,False,False
sox_genome_atlas,RefSeq_PGAP::mobility_boundary:;mobility_boundary:aat;mobility_boundary:accc;mobility_boundary:clpx;mobility_boundary:mlad;mobility_boundary:ribd,RefSeq_PGAP,gene_composition;local_composition;mobile_proximity,vertical_like,mobility_boundary,True,mobility_boundary:;mobility_boundary:aat;mobility_boundary:accc;mobility_boundary:clpx;mobility_boundary:mlad;mobility_boundary:ribd,homolog_dependency_group,5,False,False
sox_genome_atlas,RefSeq_PGAP::mobility_boundary:;mobility_boundary:aat;mobility_boundary:acee;mobility_boundary:acef;mobility_boundary:acui;mobility_boundary:eno;mobility_boundary:ftsb;mobility_boundary:hslo;mobility_boundary:kdsa;mobility_boundary:lpda;mobility_boundary:pbpg,RefSeq_PGAP,gene_composition;local_composition,vertical_like,mobility_boundary,True,mobility_boundary:;mobility_boundary:aat;mobility_boundary:acee;mobility_boundary:acef;mobility_boundary:acui;mobility_boundary:eno;mobility_boundary:ftsb;mobility_boundary:hslo;mobility_boundary:kdsa;mobility_boundary:lpda;mobility_boundary:pbpg,homolog_dependency_group,6,False,False
sox_genome_atlas,RefSeq_PGAP::mobility_boundary:;mobility_boundary:aat;mobility_boundary:cbbx;mobility_boundary:feob;mobility_boundary:ista;mobility_boundary:istb,RefSeq_PGAP,gene_composition;local_composition;mobile_proximity,vertical_like,mobility_boundary,True,mobility_boundary:;mobility_boundary:aat;mobility_boundary:cbbx;mobility_boundary:feob;mobility_boundary:ista;mobility_boundary:istb,homolog_dependency_group,3,False,False
sox_genome_atlas,RefSeq_PGAP::mobility_boundary:;mobility_boundary:aat;mobility_boundary:clpx;mobility_boundary:mlad,RefSeq_PGAP,gene_composition;local_composition,vertical_like,mobility_boundary,True,mobility_boundary:;mobility_boundary:aat;mobility_boundary:clpx;mobility_boundary:mlad,homolog_dependency_group,6,False,False
sox_genome_atlas,RefSeq_PGAP::mobility_boundary:;mobility_boundary:abcf;mobility_boundary:argb;mobility_boundary:cuta;mobility_boundary:ppk2;mobility_boundary:prmc;mobility_boundary:thrc,RefSeq_PGAP,gene_composition;local_composition;mobile_proximity,vertical_like,mobility_boundary,True,mobility_boundary:;mobility_boundary:abcf;mobility_boundary:argb;mobility_boundary:cuta;mobility_boundary:ppk2;mobility_boundary:prmc;mobility_boundary:thrc,homolog_dependency_group,3,False,False
sox_genome_atlas,RefSeq_PGAP::mobility_boundary:;mobility_boundary:accc;mobility_boundary:meab;mobility_boundary:scpa,RefSeq_PGAP,gene_composition;local_composition,vertical_like,mobility_boundary,True,mobility_boundary:;mobility_boundary:accc;mobility_boundary:meab;mobility_boundary:scpa,homolog_dependency_group,2,False,False
sox_genome_atlas,RefSeq_PGAP::mobility_boundary:;mobility_boundary:accd;mobility_boundary:folc;mobility_boundary:gloa;mobility_boundary:mnmh;mobility_boundary:modb;mobility_boundary:msrb;mobility_boundary:purf;mobility_boundary:trpa;mobility_boundary:trpb,RefSeq_PGAP,gene_composition;local_composition,vertical_like,mobility_boundary,True,mobility_boundary:;mobility_boundary:accd;mobility_boundary:folc;mobility_boundary:gloa;mobility_boundary:mnmh;mobility_boundary:modb;mobility_boundary:msrb;mobility_boundary:purf;mobility_boundary:trpa;mobility_boundary:trpb,homolog_dependency_group,2,False,False
sox_genome_atlas,RefSeq_PGAP::mobility_boundary:;mobility_boundary:accd;mobility_boundary:folc;mobility_boundary:gloa;mobility_boundary:mnmh;mobility_boundary:modb;mobility_boundary:purf;mobility_boundary:trpa;mobility_boundary:trpb,RefSeq_PGAP,gene_composition;local_composition,vertical_like,mobility_boundary,True,mobility_boundary:;mobility_boundary:accd;mobility_boundary:folc;mobility_boundary:gloa;mobility_boundary:mnmh;mobility_boundary:modb;mobility_boundary:purf;mobility_boundary:trpa;mobility_boundary:trpb,homolog_dependency_group,2,False,False
sox_genome_atlas,RefSeq_PGAP::mobility_boundary:;mobility_boundary:accd;mobility_boundary:folc;mobility_boundary:gloa;mobility_boundary:mnmh;mobility_boundary:purf;mobility_boundary:trpa;mobility_boundary:trpb,RefSeq_PGAP,gene_composition;local_composition,vertical_like,mobility_boundary,True,mobility_boundary:;mobility_boundary:accd;mobility_boundary:folc;mobility_boundary:gloa;mobility_boundary:mnmh;mobility_boundary:purf;mobility_boundary:trpa;mobility_boundary:trpb,homolog_dependency_group,2,False,False
sox_genome_atlas,RefSeq_PGAP::mobility_boundary:;mobility_boundary:accd;mobility_boundary:folc;mobility_boundary:mnmh;mobility_boundary:modb;mobility_boundary:msrp;mobility_boundary:purf;mobility_boundary:trpa;mobility_boundary:trpb,RefSeq_PGAP,gene_composition;local_composition,vertical_like,mobility_boundary,True,mobility_boundary:;mobility_boundary:accd;mobility_boundary:folc;mobility_boundary:mnmh;mobility_boundary:modb;mobility_boundary:msrp;mobility_boundary:purf;mobility_boundary:trpa;mobility_boundary:trpb,homolog_dependency_group,2,False,False
sox_genome_atlas,RefSeq_PGAP::mobility_boundary:;mobility_boundary:accd;mobility_boundary:folc;mobility_boundary:mnmh;mobility_boundary:modb;mobility_boundary:purf;mobility_boundary:trpa,RefSeq_PGAP,gene_composition;local_composition,vertical_like,mobility_boundary,True,mobility_boundary:;mobility_boundary:accd;mobility_boundary:folc;mobility_boundary:mnmh;mobility_boundary:modb;mobility_boundary:purf;mobility_boundary:trpa,homolog_dependency_group,4,False,False
sox_genome_atlas,RefSeq_PGAP::mobility_boundary:;mobility_boundary:acea,RefSeq_PGAP,gene_composition;local_composition,vertical_like,mobility_boundary,True,mobility_boundary:;mobility_boundary:acea,homolog_dependency_group,2,False,False
sox_genome_atlas,RefSeq_PGAP::mobility_boundary:;mobility_boundary:acea;mobility_boundary:aceb;mobility_boundary:clpa;mobility_boundary:clps;mobility_boundary:moac;mobility_boundary:pabb;mobility_boundary:rraa,RefSeq_PGAP,gene_composition;local_composition,vertical_like,mobility_boundary,True,mobility_boundary:;mobility_boundary:acea;mobility_boundary:aceb;mobility_boundary:clpa;mobility_boundary:clps;mobility_boundary:moac;mobility_boundary:pabb;mobility_boundary:rraa,homolog_dependency_group,4,False,False
sox_genome_atlas,RefSeq_PGAP::mobility_boundary:;mobility_boundary:acea;mobility_boundary:clpa;mobility_boundary:clps;mobility_boundary:moac;mobility_boundary:pabb;mobility_boundary:rraa,RefSeq_PGAP,gene_composition;local_composition,vertical_like,mobility_boundary,True,mobility_boundary:;mobility_boundary:acea;mobility_boundary:clpa;mobility_boundary:clps;mobility_boundary:moac;mobility_boundary:pabb;mobility_boundary:rraa,homolog_dependency_group,4,False,False
sox_genome_atlas,RefSeq_PGAP::mobility_boundary:;mobility_boundary:acea;mobility_boundary:glpd,RefSeq_PGAP,gene_composition;local_composition;mobile_proximity,vertical_like,mobility_boundary,True,mobility_boundary:;mobility_boundary:acea;mobility_boundary:glpd,homolog_dependency_group,3,False,False
sox_genome_atlas,RefSeq_PGAP::mobility_boundary:;mobility_boundary:acea;mobility_boundary:infc;mobility_boundary:maia;mobility_boundary:mnmh;mobility_boundary:pgef;mobility_boundary:phbb;mobility_boundary:phet;mobility_boundary:rplt;mobility_boundary:rpmi;mobility_boundary:thrs,RefSeq_PGAP,gene_composition;local_composition,vertical_like,mobility_boundary,True,mobility_boundary:;mobility_boundary:acea;mobility_boundary:infc;mobility_boundary:maia;mobility_boundary:mnmh;mobility_boundary:pgef;mobility_boundary:phbb;mobility_boundary:phet;mobility_boundary:rplt;mobility_boundary:rpmi;mobility_boundary:thrs,homolog_dependency_group,2,False,False
sox_genome_atlas,RefSeq_PGAP::mobility_boundary:;mobility_boundary:acee;mobility_boundary:acef;mobility_boundary:clpb;mobility_boundary:lpda;mobility_boundary:nads;mobility_boundary:pota;mobility_boundary:potb;mobility_boundary:potc;mobility_boundary:rnt,RefSeq_PGAP,gene_composition;local_composition,vertical_like,mobility_boundary,True,mobility_boundary:;mobility_boundary:acee;mobility_boundary:acef;mobility_boundary:clpb;mobility_boundary:lpda;mobility_boundary:nads;mobility_boundary:pota;mobility_boundary:potb;mobility_boundary:potc;mobility_boundary:rnt,homolog_dependency_group,2,False,False
sox_genome_atlas,RefSeq_PGAP::mobility_boundary:;mobility_boundary:acek;mobility_boundary:clpa;mobility_boundary:clps;mobility_boundary:coabc;mobility_boundary:dut;mobility_boundary:icd;mobility_boundary:radc;mobility_boundary:rpmb;mobility_boundary:rpmg;mobility_boundary:rraa,RefSeq_PGAP,gene_composition;local_composition,vertical_like,mobility_boundary,True,mobility_boundary:;mobility_boundary:acek;mobility_boundary:clpa;mobility_boundary:clps;mobility_boundary:coabc;mobility_boundary:dut;mobility_boundary:icd;mobility_boundary:radc;mobility_boundary:rpmb;mobility_boundary:rpmg;mobility_boundary:rraa,homolog_dependency_group,2,False,False
sox_genome_atlas,RefSeq_PGAP::mobility_boundary:;mobility_boundary:acek;mobility_boundary:clpa;mobility_boundary:clps;mobility_boundary:coabc;mobility_boundary:dut;mobility_boundary:radc;mobility_boundary:rpmb;mobility_boundary:rpmg;mobility_boundary:rraa,RefSeq_PGAP,gene_composition;local_composition,vertical_like,mobility_boundary,True,mobility_boundary:;mobility_boundary:acek;mobility_boundary:clpa;mobility_boundary:clps;mobility_boundary:coabc;mobility_boundary:dut;mobility_boundary:radc;mobility_boundary:rpmb;mobility_boundary:rpmg;mobility_boundary:rraa,homolog_dependency_group,2,False,False
sox_genome_atlas,RefSeq_PGAP::mobility_boundary:;mobility_boundary:acek;mobility_boundary:coabc;mobility_boundary:dut;mobility_boundary:icd;mobility_boundary:radc;mobility_boundary:rpmb;mobility_boundary:rpmg,RefSeq_PGAP,gene_composition;local_composition,vertical_like,mobility_boundary,True,mobility_boundary:;mobility_boundary:acek;mobility_boundary:coabc;mobility_boundary:dut;mobility_boundary:icd;mobility_boundary:radc;mobility_boundary:rpmb;mobility_boundary:rpmg,homolog_dependency_group,2,False,False
sox_genome_atlas,RefSeq_PGAP::mobility_boundary:;mobility_boundary:acek;mobility_boundary:coabc;mobility_boundary:dut;mobility_boundary:ovoa;mobility_boundary:radc;mobility_boundary:rpmb;mobility_boundary:rpmg,RefSeq_PGAP,gene_composition;local_composition,vertical_like,mobility_boundary,True,mobility_boundary:;mobility_boundary:acek;mobility_boundary:coabc;mobility_boundary:dut;mobility_boundary:ovoa;mobility_boundary:radc;mobility_boundary:rpmb;mobility_boundary:rpmg,homolog_dependency_group,2,False,False
sox_genome_atlas,RefSeq_PGAP::mobility_boundary:;mobility_boundary:acek;mobility_boundary:coabc;mobility_boundary:dut;mobility_boundary:radc;mobility_boundary:rpmb;mobility_boundary:rpmg,RefSeq_PGAP,gene_composition;local_composition,vertical_like,mobility_boundary,True,mobility_boundary:;mobility_boundary:acek;mobility_boundary:coabc;mobility_boundary:dut;mobility_boundary:radc;mobility_boundary:rpmb;mobility_boundary:rpmg,homolog_dependency_group,2,False,False
sox_genome_atlas,RefSeq_PGAP::mobility_boundary:;mobility_boundary:acpp;mobility_boundary:fabd;mobility_boundary:fabf;mobility_boundary:fabg;mobility_boundary:ilvc;mobility_boundary:ilvn;mobility_boundary:mltg;mobility_boundary:pabc;mobility_boundary:pssa;mobility_boundary:sohb;mobility_boundary:tmk,RefSeq_PGAP,gene_composition;local_composition,vertical_like,mobility_boundary,True,mobility_boundary:;mobility_boundary:acpp;mobility_boundary:fabd;mobility_boundary:fabf;mobility_boundary:fabg;mobility_boundary:ilvc;mobility_boundary:ilvn;mobility_boundary:mltg;mobility_boundary:pabc;mobility_boundary:pssa;mobility_boundary:sohb;mobility_boundary:tmk,homolog_dependency_group,2,False,False
sox_genome_atlas,RefSeq_PGAP::mobility_boundary:;mobility_boundary:acpp;mobility_boundary:fabd;mobility_boundary:fabf;mobility_boundary:fabg;mobility_boundary:ilvc;mobility_boundary:ilvn;mobility_boundary:mltg;mobility_boundary:pssa;mobility_boundary:sohb;mobility_boundary:tmk,RefSeq_PGAP,gene_composition;local_composition;mobile_proximity,vertical_like,mobility_boundary,True,mobility_boundary:;mobility_boundary:acpp;mobility_boundary:fabd;mobility_boundary:fabf;mobility_boundary:fabg;mobility_boundary:ilvc;mobility_boundary:ilvn;mobility_boundary:mltg;mobility_boundary:pssa;mobility_boundary:sohb;mobility_boundary:tmk,homolog_dependency_group,3,False,False
sox_genome_atlas,RefSeq_PGAP::mobility_boundary:;mobility_boundary:acpp;mobility_boundary:fabf;mobility_boundary:leud;mobility_boundary:pyre;mobility_boundary:quef;mobility_boundary:rnc;mobility_boundary:tkt,RefSeq_PGAP,gene_composition;local_composition;mobile_proximity,vertical_like,mobility_boundary,True,mobility_boundary:;mobility_boundary:acpp;mobility_boundary:fabf;mobility_boundary:leud;mobility_boundary:pyre;mobility_boundary:quef;mobility_boundary:rnc;mobility_boundary:tkt,homolog_dependency_group,3,False,False
sox_genome_atlas,RefSeq_PGAP::mobility_boundary:;mobility_boundary:acps;mobility_boundary:ftsy;mobility_boundary:rada,RefSeq_PGAP,gene_composition;local_composition,vertical_like,mobility_boundary,True,mobility_boundary:;mobility_boundary:acps;mobility_boundary:ftsy;mobility_boundary:rada,homolog_dependency_group,2,False,False
sox_genome_atlas,RefSeq_PGAP::mobility_boundary:;mobility_boundary:acps;mobility_boundary:ftsy;mobility_boundary:rada;mobility_boundary:rny,RefSeq_PGAP,gene_composition;local_composition,vertical_like,mobility_boundary,True,mobility_boundary:;mobility_boundary:acps;mobility_boundary:ftsy;mobility_boundary:rada;mobility_boundary:rny,homolog_dependency_group,8,False,False
sox_genome_atlas,RefSeq_PGAP::mobility_boundary:;mobility_boundary:acs;mobility_boundary:apta;mobility_boundary:muri;mobility_boundary:puru,RefSeq_PGAP,gene_composition;local_composition,vertical_like,mobility_boundary,True,mobility_boundary:;mobility_boundary:acs;mobility_boundary:apta;mobility_boundary:muri;mobility_boundary:puru,homolog_dependency_group,2,False,False
sox_genome_atlas,RefSeq_PGAP::mobility_boundary:;mobility_boundary:acs;mobility_boundary:muri;mobility_boundary:puru,RefSeq_PGAP,gene_composition;local_composition,vertical_like,mobility_boundary,True,mobility_boundary:;mobility_boundary:acs;mobility_boundary:muri;mobility_boundary:puru,homolog_dependency_group,4,False,False
sox_genome_atlas,RefSeq_PGAP::mobility_boundary:;mobility_boundary:acs;mobility_boundary:muri;mobility_boundary:wecb,RefSeq_PGAP,gene_composition;local_composition,vertical_like,mobility_boundary,True,mobility_boundary:;mobility_boundary:acs;mobility_boundary:muri;mobility_boundary:wecb,homolog_dependency_group,2,False,False
sox_genome_atlas,RefSeq_PGAP::mobility_boundary:;mobility_boundary:adda;mobility_boundary:addb;mobility_boundary:phes;mobility_boundary:phet;mobility_boundary:trxa,RefSeq_PGAP,gene_composition;local_composition,vertical_like,mobility_boundary,True,mobility_boundary:;mobility_boundary:adda;mobility_boundary:addb;mobility_boundary:phes;mobility_boundary:phet;mobility_boundary:trxa,homolog_dependency_group,2,False,False
sox_genome_atlas,RefSeq_PGAP::mobility_boundary:;mobility_boundary:ahcy;mobility_boundary:metf;mobility_boundary:ppc;mobility_boundary:rimk,RefSeq_PGAP,gene_composition;local_composition,vertical_like,mobility_boundary,True,mobility_boundary:;mobility_boundary:ahcy;mobility_boundary:metf;mobility_boundary:ppc;mobility_boundary:rimk,homolog_dependency_group,2,False,False
sox_genome_atlas,RefSeq_PGAP::mobility_boundary:;mobility_boundary:ahpc;mobility_boundary:ahpf;mobility_boundary:etta;mobility_boundary:yaaa,RefSeq_PGAP,gene_composition;local_composition,vertical_like,mobility_boundary,True,mobility_boundary:;mobility_boundary:ahpc;mobility_boundary:ahpf;mobility_boundary:etta;mobility_boundary:yaaa,homolog_dependency_group,2,False,False
sox_genome_atlas,RefSeq_PGAP::mobility_boundary:;mobility_boundary:alac;mobility_boundary:ppdk;mobility_boundary:quef;mobility_boundary:rsga,RefSeq_PGAP,gene_composition;local_composition,vertical_like,mobility_boundary,True,mobility_boundary:;mobility_boundary:alac;mobility_boundary:ppdk;mobility_boundary:quef;mobility_boundary:rsga,homolog_dependency_group,2,False,False
