family	donor_node	recipient_node	donor_is_terminal	recipient_is_terminal	sample_support_count	sample_support	donor_class	donor_order	recipient_class	recipient_order
soxa	node_52	node_179	False	False	8	0.08				
soxa	GCF_013201825.1	node_228	True	False	89	0.89	c__Campylobacteria	o__Campylobacterales		
soxa	GCF_045277565.1	GCF_003544895.1	True	True	78	0.78	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxa	GCF_029953595.1	GCF_014126615.1	True	True	91	0.91	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhizobiales
soxa	GCF_002504165.1	node_159	True	False	40	0.4	c__Alphaproteobacteria	o__Rhodobacterales		
soxa	node_153	node_154	False	False	21	0.21				
soxa	node_52	node_41	False	False	78	0.78				
soxa	node_36	GCF_009497875.2	False	True	87	0.87			c__Gammaproteobacteria	o__Chromatiales
soxa	node_125	GCF_003403095.1	False	True	53	0.53			c__Alphaproteobacteria	o__Rhodospirillales
soxa	GCF_022811525.1	node_90	True	False	46	0.46	c__Gammaproteobacteria	o__Burkholderiales		
soxa	node_104	GCF_003966715.1	False	True	11	0.11			c__Alphaproteobacteria	o__Rhizobiales
soxa	GCF_021049305.1	GCF_000015725.1	True	True	87	0.87	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxa	node_153	node_122	False	False	43	0.43				
soxa	GCF_001465545.3	node_86	True	False	86	0.86	c__Gammaproteobacteria	o__Burkholderiales		
soxa	GCF_013307245.1	node_88	True	False	96	0.96	c__Gammaproteobacteria	o__Burkholderiales		
soxa	GCF_006970865.1	node_66	True	False	76	0.76	c__Gammaproteobacteria	o__Burkholderiales		
soxa	node_38	GCF_000828615.1	False	True	89	0.89			c__Gammaproteobacteria	o__Chromatiales
soxa	node_198	node_199	False	False	2	0.02				
soxa	GCF_000297055.2	GCF_000025705.1	True	True	55	0.55	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxa	node_104	GCF_000192745.1	False	True	7	0.07			c__Alphaproteobacteria	o__Rhizobiales
soxa	node_59	GCF_000022145.1	False	True	76	0.76			c__Myxococcia	o__Myxococcales
soxa	node_184	node_189	False	False	88	0.88				
soxa	node_123	node_175	False	False	64	0.64				
soxa	node_20	GCF_000968535.2	False	True	30	0.3			c__Gammaproteobacteria	o__Methylococcales
soxa	GCF_003008555.2	GCF_008728195.1	True	True	92	0.92	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxa	node_153	GCF_016806125.1	False	True	39	0.39			c__Alphaproteobacteria	o__Rhodobacterales
soxa	node_117	GCF_000154705.2	False	True	59	0.59			c__Alphaproteobacteria	o__Rhizobiales
soxa	GCF_018282095.1	GCF_024662015.1	True	True	66	0.66	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Thalassobaculales
soxa	node_64	GCF_020162115.1	False	True	41	0.41			c__Gammaproteobacteria	o__Burkholderiales
soxa	node_5	node_45	False	False	49	0.49				
soxa	GCF_040790665.1	node_143	True	False	7	0.07	c__Alphaproteobacteria	o__Rhodobacterales		
soxa	node_153	node_162	False	False	2	0.02				
soxa	GCF_024267655.1	node_207	True	False	94	0.94	c__Campylobacteria	o__Campylobacterales		
soxa	GCF_000186245.1	node_208	True	False	38	0.38	c__Campylobacteria	o__Campylobacterales		
soxa	node_170	GCF_001620265.1	False	True	30	0.3			c__Alphaproteobacteria	o__Rhodobacterales
soxa	node_156	GCF_029853695.1	False	True	2	0.02			c__Alphaproteobacteria	o__Rhodobacterales
soxa	GCF_003008555.2	GCF_022788655.1	True	True	90	0.9	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxa	node_156	node_128	False	False	1	0.01				
soxa	node_125	node_112	False	False	18	0.18				
soxa	node_154	GCF_044772865.1	False	True	24	0.24			c__Alphaproteobacteria	o__Rhodobacterales
soxa	node_42	node_92	False	False	28	0.28				
soxa	node_202	node_204	False	False	38	0.38				
soxa	node_104	node_35	False	False	2	0.02				
soxa	node_137	GCF_001308265.1	False	True	52	0.52			c__Alphaproteobacteria	o__Rhodobacterales
soxa	node_6	node_33	False	False	70	0.7				
soxa	node_100	node_78	False	False	32	0.32				
soxa	node_13	node_12	False	False	39	0.39				
soxa	node_59	GCF_050749815.1	False	True	79	0.79			c__Gammaproteobacteria	o__Xanthomonadales
soxa	GCF_964332355.1	node_91	True	False	7	0.07	c__Gammaproteobacteria	o__Burkholderiales		
soxa	GCF_029853695.1	GCF_026191725.2	True	True	43	0.43	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhizobiales
soxa	node_231	GCF_000015585.1	False	True	15	0.15			c__Gammaproteobacteria	o__Nitrococcales
soxa	node_125	node_115	False	False	14	0.14				
soxa	GCF_013201705.1	node_219	True	False	96	0.96	c__Campylobacteria	o__Campylobacterales		
soxa	GCF_039645965.1	node_196	True	False	92	0.92	c__Campylobacteria	o__Campylobacterales		
soxa	GCF_001305595.1	GCF_040269895.1	True	True	38	0.38	c__Alphaproteobacteria	o__Azospirillales	c__Alphaproteobacteria	o__Rhizobiales
soxa	node_109	GCF_000202835.1	False	True	46	0.46			c__Alphaproteobacteria	o__Acetobacterales
soxa	GCF_006970865.1	node_76	True	False	83	0.83	c__Gammaproteobacteria	o__Burkholderiales		
soxa	node_155	GCF_032842945.2	False	True	16	0.16			c__Alphaproteobacteria	o__Rhodobacterales
soxa	GCF_000192745.1	GCF_003966715.1	True	True	5	0.05	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxa	node_52	GCF_001305595.1	False	True	37	0.37			c__Alphaproteobacteria	o__Azospirillales
soxa	node_153	node_138	False	False	3	0.03				
soxa	GCF_000967425.1	GCF_001889605.1	True	True	7	0.07	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxa	node_149	node_134	False	False	66	0.66				
soxa	node_231	node_181	False	False	25	0.25				
soxa	GCF_964332355.1	node_98	True	False	59	0.59	c__Gammaproteobacteria	o__Burkholderiales		
soxa	node_142	node_126	False	False	7	0.07				
soxa	node_209	node_229	False	False	47	0.47				
soxa	node_181	node_236	False	False	22	0.22				
soxa	GCF_000219215.1	GCF_001598055.1	True	True	31	0.31	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxa	node_44	node_46	False	False	6	0.06				
soxa	node_52	node_62	False	False	81	0.81				
soxa	node_129	node_164	False	False	50	0.5				
soxa	node_149	GCF_000018145.1	False	True	58	0.58			c__Alphaproteobacteria	o__Rhodobacterales
soxa	node_233	node_31	False	False	8	0.08				
soxa	node_119	GCF_014495845.1	False	True	7	0.07			c__Alphaproteobacteria	o__Rhizobiales
soxa	GCF_003966715.1	node_104	True	False	8	0.08	c__Alphaproteobacteria	o__Rhizobiales		
soxa	GCF_019973615.1	GCF_000215705.1	True	True	87	0.87	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxa	GCF_002865605.1	GCF_001620265.1	True	True	35	0.35	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxa	node_124	GCF_013358405.1	False	True	23	0.23			c__Alphaproteobacteria	o__Rhizobiales
soxa	node_124	GCF_003403095.1	False	True	37	0.37			c__Alphaproteobacteria	o__Rhodospirillales
soxa	node_135	node_137	False	False	20	0.2				
soxa	GCF_044772865.1	node_154	True	False	15	0.15	c__Alphaproteobacteria	o__Rhodobacterales		
soxa	node_210	node_212	False	False	54	0.54				
soxa	node_176	node_240	False	False	34	0.34				
soxa	node_142	GCF_040790665.1	False	True	22	0.22			c__Alphaproteobacteria	o__Rhodobacterales
soxa	node_142	node_128	False	False	56	0.56				
soxa	GCF_000967425.1	GCF_900231165.1	True	True	49	0.49	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxa	node_35	GCF_000192745.1	False	True	18	0.18			c__Alphaproteobacteria	o__Rhizobiales
soxa	node_124	node_112	False	False	66	0.66				
soxa	node_59	GCF_033723955.1	False	True	1	0.01			c__Gammaproteobacteria	o__Pseudomonadales
soxa	node_65	GCF_020162115.1	False	True	40	0.4			c__Gammaproteobacteria	o__Burkholderiales
soxa	node_59	node_80	False	False	1	0.01				
soxa	GCF_033723955.1	node_79	True	False	5	0.05	c__Gammaproteobacteria	o__Pseudomonadales		
soxa	node_149	node_165	False	False	46	0.46				
soxa	node_153	GCF_044772865.1	False	True	24	0.24			c__Alphaproteobacteria	o__Rhodobacterales
soxa	node_200	GCF_014905135.1	False	True	28	0.28			c__Campylobacteria	o__Campylobacterales
soxa	node_5	node_33	False	False	19	0.19				
soxa	node_13	node_23	False	False	42	0.42				
soxa	node_31	node_42	False	False	1	0.01				
soxa	node_168	node_171	False	False	3	0.03				
soxa	node_231	node_8	False	False	22	0.22				
soxa	node_73	node_100	False	False	10	0.1				
soxa	node_184	node_208	False	False	11	0.11				
soxa	GCF_025857195.1	node_146	True	False	84	0.84	c__Alphaproteobacteria	o__Rhodobacterales		
soxa	node_25	node_29	False	False	18	0.18				
soxa	node_19	GCF_000968535.2	False	True	27	0.27			c__Gammaproteobacteria	o__Methylococcales
soxa	GCF_026191725.2	GCF_029853695.1	True	True	34	0.34	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhodobacterales
soxa	node_5	node_44	False	False	15	0.15				
soxa	GCF_029953595.1	node_119	True	False	9	0.09	c__Alphaproteobacteria	o__Rhodobacterales		
soxa	GCF_000202835.1	node_109	True	False	30	0.3	c__Alphaproteobacteria	o__Acetobacterales		
soxa	node_175	node_123	False	False	16	0.16				
soxa	node_209	node_215	False	False	1	0.01				
soxa	node_114	GCF_007922615.2	False	True	5	0.05			c__Alphaproteobacteria	o__Rhizobiales
soxa	GCF_025639885.1	node_155	True	False	7	0.07	c__Alphaproteobacteria	o__Rhodobacterales		
soxa	node_60	GCF_033723955.1	False	True	36	0.36			c__Gammaproteobacteria	o__Pseudomonadales
soxa	node_153	node_174	False	False	10	0.1				
soxa	node_106	node_35	False	False	20	0.2				
soxa	node_233	node_42	False	False	2	0.02				
soxa	GCF_047549485.1	node_80	True	False	7	0.07	c__Gammaproteobacteria	o__Burkholderiales		
soxa	node_177	node_240	False	False	22	0.22				
soxa	GCF_013201705.1	node_218	True	False	3	0.03	c__Campylobacteria	o__Campylobacterales		
soxa	node_63	node_76	False	False	1	0.01				
soxa	GCF_012932215.1	node_154	True	False	1	0.01	c__Alphaproteobacteria	o__Rhodobacterales		
soxa	GCF_029953595.1	node_170	True	False	10	0.1	c__Alphaproteobacteria	o__Rhodobacterales		
soxa	GCF_012932215.1	GCF_032842945.2	True	True	27	0.27	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxa	node_153	GCF_012932215.1	False	True	2	0.02			c__Alphaproteobacteria	o__Rhodobacterales
soxa	GCF_047549485.1	node_78	True	False	33	0.33	c__Gammaproteobacteria	o__Burkholderiales		
soxa	node_18	GCF_000202835.1	False	True	36	0.36			c__Alphaproteobacteria	o__Acetobacterales
soxa	GCF_020162115.1	node_65	True	False	5	0.05	c__Gammaproteobacteria	o__Burkholderiales		
soxa	node_125	GCF_013358405.1	False	True	60	0.6			c__Alphaproteobacteria	o__Rhizobiales
soxa	GCF_012932215.1	GCF_044772865.1	True	True	2	0.02	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxa	node_142	GCF_029853695.1	False	True	19	0.19			c__Alphaproteobacteria	o__Rhodobacterales
soxa	node_78	node_100	False	False	40	0.4				
soxa	node_231	node_232	False	False	18	0.18				
soxa	GCF_014905135.1	node_199	True	False	3	0.03	c__Campylobacteria	o__Campylobacterales		
soxa	GCF_016807805.1	GCF_000143145.1	True	True	64	0.64	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxa	node_57	node_92	False	False	25	0.25				
soxa	node_106	GCF_000192745.1	False	True	32	0.32			c__Alphaproteobacteria	o__Rhizobiales
soxa	GCF_045277565.1	node_131	True	False	2	0.02	c__Alphaproteobacteria	o__Rhodobacterales		
soxa	GCF_000013885.1	node_108	True	False	10	0.1	c__Alphaproteobacteria	o__Rhizobiales		
soxa	node_215	GCF_003544815.1	False	True	8	0.08			c__Campylobacteria	o__Campylobacterales
soxa	node_178	GCF_018282095.1	False	True	7	0.07			c__Alphaproteobacteria	o__Rhizobiales
soxa	GCF_020162115.1	node_63	True	False	1	0.01	c__Gammaproteobacteria	o__Burkholderiales		
soxa	node_143	GCF_040790665.1	False	True	57	0.57			c__Alphaproteobacteria	o__Rhodobacterales
soxa	node_42	node_103	False	False	1	0.01				
soxa	node_135	GCF_001308265.1	False	True	24	0.24			c__Alphaproteobacteria	o__Rhodobacterales
soxa	node_52	node_71	False	False	7	0.07				
soxa	GCF_021044585.1	GCF_039645995.1	True	True	28	0.28	c__Campylobacteria	o__Campylobacterales	c__Campylobacteria	o__Campylobacterales
soxa	node_76	node_63	False	False	1	0.01				
soxa	GCF_001308265.1	node_137	True	False	25	0.25	c__Alphaproteobacteria	o__Rhodobacterales		
soxa	node_167	node_172	False	False	50	0.5				
soxa	node_27	node_29	False	False	10	0.1				
soxa	GCF_013307245.1	node_87	True	False	3	0.03	c__Gammaproteobacteria	o__Burkholderiales		
soxa	GCF_044772865.1	GCF_047715485.1	True	True	8	0.08	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxa	GCF_000025705.1	GCF_000297055.2	True	True	10	0.1	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxa	node_230	node_8	False	False	28	0.28				
soxa	GCF_006970865.1	node_65	True	False	19	0.19	c__Gammaproteobacteria	o__Burkholderiales		
soxa	GCF_032842945.2	GCF_012932215.1	True	True	23	0.23	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxa	GCF_000154705.2	node_117	True	False	10	0.1	c__Alphaproteobacteria	o__Rhizobiales		
soxa	GCF_040269895.1	GCF_001305595.1	True	True	48	0.48	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Azospirillales
soxa	node_52	GCF_040269895.1	False	True	48	0.48			c__Alphaproteobacteria	o__Rhizobiales
soxa	GCF_021049305.1	node_74	True	False	10	0.1	c__Gammaproteobacteria	o__Burkholderiales		
soxa	node_38	node_26	False	False	10	0.1				
soxa	node_191	node_197	False	False	8	0.08				
soxa	node_78	GCF_047549485.1	False	True	2	0.02			c__Gammaproteobacteria	o__Burkholderiales
soxa	node_124	node_32	False	False	7	0.07				
soxa	node_52	node_90	False	False	37	0.37				
soxa	node_90	GCF_022811525.1	False	True	37	0.37			c__Gammaproteobacteria	o__Burkholderiales
soxa	node_0	GCF_016653635.2	False	True	39	0.39			c__Alphaproteobacteria	o__Azospirillales
soxa	node_208	GCF_001723605.1	False	True	2	0.02			c__Campylobacteria	o__Campylobacterales
soxa	node_61	node_81	False	False	4	0.04				
soxa	GCF_014905135.1	node_200	True	False	39	0.39	c__Campylobacteria	o__Campylobacterales		
soxa	node_223	node_221	False	False	8	0.08				
soxa	node_123	node_174	False	False	7	0.07				
soxa	node_13	node_10	False	False	10	0.1				
soxa	node_208	GCF_000186245.1	False	True	7	0.07			c__Campylobacteria	o__Campylobacterales
soxa	node_18	node_207	False	False	4	0.04				
soxa	node_49	node_106	False	False	4	0.04				
soxa	GCF_047715485.1	GCF_032842945.2	True	True	7	0.07	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxa	node_153	GCF_000018145.1	False	True	16	0.16			c__Alphaproteobacteria	o__Rhodobacterales
soxa	node_143	GCF_029853695.1	False	True	15	0.15			c__Alphaproteobacteria	o__Rhodobacterales
soxa	node_230	node_236	False	False	5	0.05				
soxa	GCF_039645965.1	node_193	True	False	5	0.05	c__Campylobacteria	o__Campylobacterales		
soxa	GCF_000013885.1	node_107	True	False	3	0.03	c__Alphaproteobacteria	o__Rhizobiales		
soxa	GCF_018282095.1	node_178	True	False	15	0.15	c__Alphaproteobacteria	o__Rhizobiales		
soxa	GCF_000219215.1	node_96	True	False	2	0.02	c__Gammaproteobacteria	o__Burkholderiales		
soxa	node_79	node_19	False	False	4	0.04				
soxa	GCF_034555965.2	GCF_040580765.1	True	True	19	0.19	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxa	node_185	node_208	False	False	15	0.15				
soxa	node_143	GCF_026191725.2	False	True	8	0.08			c__Alphaproteobacteria	o__Rhizobiales
soxa	GCF_012932215.1	node_144	True	False	2	0.02	c__Alphaproteobacteria	o__Rhodobacterales		
soxa	node_49	GCF_000192745.1	False	True	10	0.1			c__Alphaproteobacteria	o__Rhizobiales
soxa	node_42	node_87	False	False	5	0.05				
soxa	GCF_000297055.2	node_44	True	False	10	0.1	c__Gammaproteobacteria	o__Burkholderiales		
soxa	node_149	GCF_016806125.1	False	True	40	0.4			c__Alphaproteobacteria	o__Rhodobacterales
soxa	GCF_000202835.1	node_108	True	False	6	0.06	c__Alphaproteobacteria	o__Acetobacterales		
soxa	node_91	node_93	False	False	10	0.1				
soxa	node_240	GCF_029318635.1	False	True	5	0.05			c__Alphaproteobacteria	o__Rhodospirillales
soxa	GCF_000192745.1	node_35	True	False	15	0.15	c__Alphaproteobacteria	o__Rhizobiales		
soxa	node_153	node_145	False	False	7	0.07				
soxa	node_240	GCF_026409565.1	False	True	2	0.02			c__Alphaproteobacteria	o__Sneathiellales
soxa	GCF_000192745.1	node_106	True	False	26	0.26	c__Alphaproteobacteria	o__Rhizobiales		
soxa	node_123	node_240	False	False	3	0.03				
soxa	node_110	GCF_000013885.1	False	True	4	0.04			c__Alphaproteobacteria	o__Rhizobiales
soxa	node_145	GCF_044772865.1	False	True	5	0.05			c__Alphaproteobacteria	o__Rhodobacterales
soxa	node_143	node_128	False	False	14	0.14				
soxa	node_6	node_13	False	False	44	0.44				
soxa	GCF_047715485.1	GCF_044772865.1	True	True	6	0.06	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxa	node_13	node_28	False	False	1	0.01				
soxa	GCF_047549485.1	node_39	True	False	3	0.03	c__Gammaproteobacteria	o__Burkholderiales		
soxa	node_233	node_106	False	False	12	0.12				
soxa	GCF_001723605.1	GCF_000186245.1	True	True	8	0.08	c__Campylobacteria	o__Campylobacterales	c__Campylobacteria	o__Campylobacterales
soxa	node_209	node_212	False	False	16	0.16				
soxa	GCF_000186245.1	node_207	True	False	6	0.06	c__Campylobacteria	o__Campylobacterales		
soxa	node_28	GCF_013343005.1	False	True	7	0.07			c__Gammaproteobacteria	o__GCF-013343005
soxa	GCF_039645995.1	GCF_021044585.1	True	True	29	0.29	c__Campylobacteria	o__Campylobacterales	c__Campylobacteria	o__Campylobacterales
soxa	GCF_000224005.2	GCF_033954455.1	True	True	37	0.37	c__Gammaproteobacteria	o__Chromatiales	c__Gammaproteobacteria	o__Chromatiales
soxa	node_142	node_127	False	False	10	0.1				
soxa	node_20	node_24	False	False	3	0.03				
soxa	GCF_047715485.1	node_144	True	False	1	0.01	c__Alphaproteobacteria	o__Rhodobacterales		
soxa	node_126	GCF_029853695.1	False	True	4	0.04			c__Alphaproteobacteria	o__Rhodobacterales
soxa	GCF_022811525.1	node_88	True	False	2	0.02	c__Gammaproteobacteria	o__Burkholderiales		
soxa	node_6	node_45	False	False	11	0.11				
soxa	node_149	node_174	False	False	2	0.02				
soxa	node_144	GCF_012932215.1	False	True	2	0.02			c__Alphaproteobacteria	o__Rhodobacterales
soxa	node_106	node_49	False	False	13	0.13				
soxa	GCF_047549485.1	node_100	True	False	28	0.28	c__Gammaproteobacteria	o__Burkholderiales		
soxa	node_118	node_117	False	False	5	0.05				
soxa	node_18	GCF_001723605.1	False	True	13	0.13			c__Campylobacteria	o__Campylobacterales
soxa	node_149	node_145	False	False	1	0.01				
soxa	node_23	GCF_009650135.1	False	True	10	0.1			c__Gammaproteobacteria	o__Pseudomonadales
soxa	node_105	node_124	False	False	1	0.01				
soxa	GCF_001889605.1	node_119	True	False	8	0.08	c__Alphaproteobacteria	o__Rhizobiales		
soxa	node_105	node_49	False	False	3	0.03				
soxa	node_97	node_94	False	False	1	0.01				
soxa	node_42	node_91	False	False	8	0.08				
soxa	GCF_006970865.1	node_75	True	False	10	0.1	c__Gammaproteobacteria	o__Burkholderiales		
soxa	node_41	node_46	False	False	3	0.03				
soxa	node_153	node_132	False	False	9	0.09				
soxa	GCF_013201825.1	node_206	True	False	10	0.1	c__Campylobacteria	o__Campylobacterales		
soxa	node_105	node_35	False	False	2	0.02				
soxa	node_119	GCF_900231165.1	False	True	6	0.06			c__Alphaproteobacteria	o__Rhizobiales
soxa	node_178	node_122	False	False	2	0.02				
soxa	node_171	GCF_001620265.1	False	True	29	0.29			c__Alphaproteobacteria	o__Rhodobacterales
soxa	node_91	node_97	False	False	1	0.01				
soxa	node_36	node_26	False	False	12	0.12				
soxa	node_233	node_105	False	False	4	0.04				
soxa	node_18	GCF_000186245.1	False	True	9	0.09			c__Campylobacteria	o__Campylobacterales
soxa	node_161	node_137	False	False	3	0.03				
soxa	GCF_016806125.1	node_165	True	False	2	0.02	c__Alphaproteobacteria	o__Rhodobacterales		
soxa	node_148	GCF_003544895.1	False	True	8	0.08			c__Alphaproteobacteria	o__Rhodobacterales
soxa	GCF_029853695.1	node_161	True	False	1	0.01	c__Alphaproteobacteria	o__Rhodobacterales		
soxa	GCF_033954455.1	GCF_000224005.2	True	True	13	0.13	c__Gammaproteobacteria	o__Chromatiales	c__Gammaproteobacteria	o__Chromatiales
soxa	GCF_000018145.1	GCF_016806125.1	True	True	2	0.02	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxa	node_231	node_182	False	False	1	0.01				
soxa	node_167	node_171	False	False	5	0.05				
soxa	node_148	node_162	False	False	6	0.06				
soxa	node_183	node_231	False	False	1	0.01				
soxa	GCF_016806125.1	node_122	True	False	3	0.03	c__Alphaproteobacteria	o__Rhodobacterales		
soxa	GCF_000186245.1	GCF_001723605.1	True	True	8	0.08	c__Campylobacteria	o__Campylobacterales	c__Campylobacteria	o__Campylobacterales
soxa	node_122	node_153	False	False	3	0.03				
soxa	node_183	GCF_000183725.1	False	True	6	0.06			c__Campylobacteria	o__Campylobacterales
soxa	GCF_029853695.1	GCF_040790665.1	True	True	2	0.02	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxa	GCF_029853695.1	node_128	True	False	1	0.01	c__Alphaproteobacteria	o__Rhodobacterales		
soxa	node_162	GCF_029853695.1	False	True	1	0.01			c__Alphaproteobacteria	o__Rhodobacterales
soxa	node_161	node_135	False	False	1	0.01				
soxa	node_29	node_27	False	False	4	0.04				
soxa	node_230	GCF_001305575.3	False	True	6	0.06			c__Gammaproteobacteria	o__Beggiatoales
soxa	node_79	node_40	False	False	2	0.02				
soxa	node_137	node_161	False	False	10	0.1				
soxa	node_114	node_116	False	False	2	0.02				
soxa	GCF_001465545.3	node_83	True	False	12	0.12	c__Gammaproteobacteria	o__Burkholderiales		
soxa	node_52	node_40	False	False	12	0.12				
soxa	GCF_013343005.1	node_29	True	False	2	0.02	c__Gammaproteobacteria	o__GCF-013343005		
soxa	node_60	GCF_000022145.1	False	True	3	0.03			c__Myxococcia	o__Myxococcales
soxa	node_35	node_105	False	False	2	0.02				
soxa	node_183	node_208	False	False	11	0.11				
soxa	node_60	node_37	False	False	1	0.01				
soxa	GCF_001305575.3	GCF_000015585.1	True	True	15	0.15	c__Gammaproteobacteria	o__Beggiatoales	c__Gammaproteobacteria	o__Nitrococcales
